residuos,dia_semana,hora,temperatura,Predicción
82.76434822075582,5,19,33.78911302566181,64.61751758480386
4.9984939793675025,4,16,18.198103288807822,49.754912402996965
57.36247111597582,7,4,19.747352689504165,31.767856207060817
28.980645777032933,6,4,30.65752694760281,42.28138645665376
19.38949334592519,4,16,31.499922906360347,60.66475409777313
36.64875445689216,7,17,23.815816324553534,50.880143257411795
19.803537705119645,7,4,20.618635561599092,32.48246206394542
57.39579744232254,1,12,24.37841603956703,54.66566323831381
92.48818259829731,3,22,23.43787765964406,62.89868000881695
3.2618069736350397,4,8,32.94685634209008,52.14353926860838
73.1629742467288,5,7,21.603788417298453,40.061465268046845
35.436757067512104,6,6,28.63205455857157,43.04713027953282
99.9373450357314,5,20,32.42277398464833,64.71037270237382
