residuos,dia_semana,hora,temperatura,Predicción
41.97118432386383,3,3,21.159948752464672,48.291423035307005
46.087898749974286,6,4,18.708231649759338,48.263288549237124
87.84738664383949,6,17,34.33739424009342,63.66794977861415
37.87472542179411,1,19,31.702324880402898,52.890755512520855
78.3848514892828,4,13,32.644313196764145,60.663490986927776
46.4826399581259,2,0,28.266399323673582,58.08238858019603
9.679593461193702,7,6,32.289484754306336,67.12235315654337
64.09095578609869,7,18,17.408130218739007,41.39619351451667
13.114341843782295,2,19,30.91727796620498,53.076463440184014
69.80463205414426,2,9,28.946891026776996,54.927206218287566
48.03964178858553,4,9,23.950752270567968,50.6290783479821
90.66252499615517,4,13,24.952763938329724,50.18025847338482
62.31754107265927,6,12,15.972251988451845,40.90523986796947
28.62782799881034,5,0,30.92711970621299,65.47590340270867
24.734792696807496,5,14,32.44781769948437,61.1977387071137
85.6489116929218,3,9,29.25557574033051,56.603620709204
9.375652905749199,7,2,18.48342481067332,50.11983641733747
27.02650597707016,5,23,23.056792676614606,44.31553620207421
10.828195563308917,4,18,19.920199746018348,41.052956541927934
63.495738767650714,4,11,27.26524048248951,54.23931718568974
62.84966844173999,4,21,17.410708247689538,36.27174631585318
78.6962710171176,2,22,25.569413884090295,44.42668021845902
77.91149850881338,5,1,17.685144686221445,46.97406344061502
96.8627936668695,2,9,28.169108837967762,53.86712439910941
4.886476177744492,2,3,22.208050374537162,48.464246734208835
71.97810089628078,2,1,18.301622537996995,44.047221056769054
36.55835703596971,7,0,23.06844554048127,57.27626970204409
4.227867105276539,3,3,17.71673877445307,43.59848412539044
98.51806609205957,4,17,33.05662009654728,59.4109302807567
11.260988964260099,2,21,24.278932492856946,43.12144173211949
81.20961131110647,7,1,20.833415356557563,53.77639593729452
34.979305713568955,4,14,20.813992427923466,44.08567169301328
8.622509979566928,5,7,15.679742636545232,41.519017030300546
0.659345888734153,5,18,17.33424882283272,38.78411404984476
93.89420718748005,7,11,22.06530426564107,50.919113864860236
