residuos,dia_semana,hora,temperatura,Predicción
53.17747889892425,4,4,21.108117816816918,41.50841853815304
83.31073940962197,7,16,24.810269801871,61.30647224515144
13.368223177801719,1,21,27.09227408459526,27.762287770204093
1.1477077891865473,5,19,29.48821999693043,47.12842214846235
29.787487248007572,6,20,16.577997423848842,65.49814022989446
18.669592244473098,3,5,32.742678097426406,25.389455247386916
51.00774571749176,2,19,15.35610314029251,43.453352641754236
72.98524243977774,4,8,32.216966964539395,33.12496021436792
95.44780284839219,1,15,23.52445077417364,27.985182997155384
22.34592865621411,5,18,26.960872773997984,48.98860134258755
33.63187596588294,3,23,28.62411971873249,38.7016575698713
68.64709333368356,7,1,31.35062460861095,47.28113707546048
97.46456787353787,6,15,24.022683227549095,55.857221698670564
69.59281140252033,7,20,29.157982887093034,59.30045998262088
23.595282949774642,2,2,16.560065363043122,33.41408781535163
68.7098423031917,5,23,23.84052306974251,54.55058698886284
12.159185675685658,7,10,17.688083069441646,64.88202311997136
32.591339700250465,3,16,15.959355052683893,46.981506000269995
1.4312543874873906,5,3,32.30167136457203,36.09474836691288
35.30532942166899,3,16,29.058961148227453,34.625293889503155
54.51011549771822,2,0,15.401253774735595,33.45965212234677
43.829633552051895,4,7,16.31799790413947,47.597930547679994
55.74524760513276,1,22,25.246328101896765,30.027220283806844
34.44256470335131,5,1,28.402782124730734,38.72489273039086
33.971947659331406,4,10,21.805963149275733,43.99263193647577
32.67206520232661,3,15,21.957170257544607,40.80032009774638
