residuos,dia_semana,hora,temperatura,Predicción
83.55379939262723,3,9,22.0720496424801,46.18519207135175
87.6154509055305,1,8,34.44154635791497,32.5279296339719
55.814522256301956,7,20,21.84986265132956,51.78183288466876
1.253614118652957,5,22,27.659698288976784,46.390386098330325
34.92772592529497,5,9,30.695160233736402,37.2941250644093
3.879756543055124,5,9,22.501856560167212,45.917440436711814
95.65689716361435,5,16,21.9999484681923,49.623414633489304
52.40920824928998,1,14,23.8950249023245,46.35173113870205
10.753949254170426,7,11,34.695284271109415,34.176595479456616
34.78123183839175,5,6,22.131934770052176,44.94489510118384
43.32856488265002,6,17,33.46283209262337,38.105188033023325
30.808432974225553,2,7,27.044485003174376,39.951559125974576
83.68611341853767,5,23,16.12677677829986,58.9825541220683
1.5020841742329094,5,17,24.977915532026564,46.94311461554893
20.929829984947666,6,11,22.437234747299478,46.98568153314622
57.69509261117941,5,4,24.201321255757026,41.858979132024125
38.23037225964468,3,5,34.82975825712771,30.94207421634149
45.36640110139673,4,18,20.7726016651824,51.73079140360865
42.378850805991256,6,21,18.154341908046238,56.032960918496684
2.906255162556226,4,21,30.80788469356133,42.53070534825472
22.5282256308441,6,3,17.56596072144203,48.48093122311946
8.221117436077208,4,9,19.105972972433992,49.39924474994871
60.051686394436224,4,6,34.54966232917713,31.783137607451543
50.846514701565916,2,21,33.45292927803916,39.56222709534605
52.16720146909177,6,22,22.58625205159055,51.82241007509719
19.896790451451494,2,14,31.398632965859424,38.54661537154789
75.12798265784359,3,13,17.969639353972543,52.31875289280049
49.54947725350767,6,15,25.454265834858752,45.62614912792837
63.58108200018542,3,13,17.195190077570793,53.13384783085428
13.166080149824143,3,1,30.59096534946474,33.587490546328226
14.08100888326308,7,17,20.342584402127468,52.00633624014341
8.699716161844151,4,9,26.319659990601153,41.806959557907035
76.72283516559659,6,20,18.247367680688768,55.481092230125086
78.89990674910449,2,22,22.51838577832192,51.52461224932392
82.566758435363,2,16,21.42349764912968,49.953200040448536
32.71154480851436,1,4,29.837915659673204,35.55733164949402
33.13600540637196,6,15,30.596029321522366,40.214528872923836
70.83065520259767,6,13,27.265930157030795,42.81148143457038
31.553355704112107,6,12,26.946840402865927,42.69335746006152
41.65059013504169,6,22,15.377343355680338,59.409666162712384
57.70504038581387,3,11,22.738094706786185,46.392111987773326
34.86592483003509,7,9,19.40888979993256,49.35734930389874
12.917461467460878,3,8,27.729933110959234,39.776403534154475
51.26393523907235,6,7,33.61496464368845,33.4054649096651
26.689957642557506,3,1,31.256935638549383,32.88656793193931
55.652797120199,3,17,34.7086264280812,36.517090827652304
41.48566891358987,1,14,34.65678035851873,35.025163131985714
49.742121405418324,7,4,15.1986064333373,51.51879920248707
79.86616404536089,7,3,32.07969694503551,33.297772564738
72.92968945356239,3,19,24.586103900896898,48.07879807570178
57.5814763010243,2,16,21.954362380234215,49.39447377095671
78.94242724898723,7,22,25.69857862869381,48.63904478305482
85.63706762231588,3,16,32.06539371978009,38.84508852302426
58.381664970960344,2,13,26.391621073212587,43.36245120757765
47.610524037951166,4,2,16.150943303028285,49.331639851623024
23.22804555973169,7,16,32.59854424155002,38.65318244272423
89.8542137962502,3,15,15.440950210184672,55.88807724394946
73.1315677085425,6,8,22.775469397047978,45.26781336361055
75.22518515135975,6,18,19.591351247799317,53.15865072599791
55.814087294332836,2,19,19.42929682797946,53.41394496773542
50.065598586147374,5,3,28.563929991265766,36.81344563347635
38.87962488608932,3,18,33.22592872576233,38.5315660287415
35.7881299528542,2,4,23.965462012489063,41.8302975898452
75.99835930531597,6,3,23.63002021335475,42.09860981547313
53.175222806155986,2,20,28.718671995198015,44.090993256759546
63.71671432260505,1,21,19.970749924070606,53.659689364865876
51.27556995750051,1,8,17.05282756162174,50.82926595383031
42.52169242404893,3,21,34.1012110510204,38.97222783536867
91.12869955358535,2,0,29.590101030251724,34.09461643646109
10.010641446712288,1,16,24.214302126808814,46.92361841907006
5.154964811913221,3,1,31.764474062196555,32.35239221173629
67.55201075721774,2,3,23.551890653353997,41.81161392769381
21.830848417889026,1,2,25.957776800407014,38.733191809869936
2.2660231896427296,3,0,17.92797747326537,46.46111332877878
19.284952521935985,6,17,33.74468699135629,37.80854045619263
1.495056821307783,2,20,33.16060307919622,39.41593492553771
67.18209520211708,4,20,23.376087968739245,49.89858675111431
70.42300241187776,5,19,17.334861589958685,55.89522255945575
41.226247571632314,2,11,18.298678703731298,50.972216751848904
22.94325024680606,3,20,28.255874543406442,44.67038633722931
