residuos,dia_semana,hora,temperatura,Predicción
68.99829054463282,7,16,18.036431405972333,53.71077989020306
4.1457317289838596,3,3,23.11628469718303,40.62288595043439
2.621973254538501,1,7,18.360392819009007,36.92183525557426
27.918923778886494,1,4,26.479808195515105,40.2501862107698
53.79204772735313,3,18,20.28653311795454,49.89370001154575
76.32683843584108,4,4,28.451148745676534,46.74465209589192
5.889448454004576,7,7,29.91835670399979,55.13569459976969
15.846046209249698,3,8,21.167787788971104,43.023446929958915
12.59172004157405,5,9,26.285496118849984,50.71018949442692
81.09963976301009,4,4,18.5085153818211,39.92290421213811
39.72889636479633,4,0,34.6709914150288,48.02219660793672
57.44243566949982,1,8,33.6751628790235,48.17695315253994
84.14142205092585,1,14,16.309550163637542,40.74715399658225
25.024280712029167,3,4,20.895597820869146,39.846737897182166
74.23734257012676,1,6,30.345832949233056,44.397685732471885
95.70434961302912,5,22,23.340183653109726,58.40673770472839
88.6931367405328,5,1,34.25961060189504,50.20140223750124
27.590163235019784,7,13,34.271428080583966,62.60731862018302
82.26565772603514,5,21,29.887543725648534,62.15146285822246
63.50555856223221,4,0,17.941165249576827,36.5436826103647
83.55014290985487,6,17,21.530085332753032,55.14133333709003
86.76422720051275,4,11,22.514996357235944,47.90421796446223
75.70954850978981,4,3,23.425208398927076,42.54881112830833
26.075904221514566,2,4,30.862496874663247,44.97116543484269
35.57735577521706,5,23,15.763949330468602,53.95609084202201
38.017186618532165,6,22,18.85769705484278,57.045224647866725
11.569943045567221,7,16,15.703794006732032,52.11033223619622
83.54743581849905,5,10,17.134447355651332,45.17904547527983
75.11443704882355,4,4,31.053960949501626,48.5304695944834
4.7308385460477,6,12,31.536807857479523,58.26960778119748
65.93749781144366,1,17,15.359286683308582,42.33763540564195
72.27871969820356,7,1,27.572413296448442,49.04118270590304
77.52891645895242,6,12,24.615594682288716,53.52088884497407
5.5526694767197515,7,7,27.0509579865503,53.168341443235875
11.262071599753288,2,7,19.30045360868642,39.28079039004095
91.9758982802394,7,19,26.138825614354968,61.51238728272851
60.30621152404031,5,16,25.68662938513397,55.53172456046026
47.165019905676075,7,11,18.83806081900367,50.52334076462965
72.90392638853098,4,21,24.449333303006437,56.70627879259199
36.06599406268681,1,3,27.360180569580375,40.10673004201402
92.02261132192132,2,17,27.250646546141,52.21039483548108
25.393351038756695,2,23,28.9253703662813,57.84437573797064
8.71222921708239,6,2,24.30487165891698,45.832807023595294
50.695586060446566,1,18,29.13790934443485,52.53878602009725
8.560682051539825,6,13,25.391129671215587,54.800480898036824
77.12127955264437,5,15,25.443415152532115,54.61736351411848
59.74921973849953,5,13,16.31739723103374,46.86092600307958
74.08656458773127,3,6,17.956661287153278,39.325280155475966
25.814334028366538,6,23,22.60079035047112,60.360890430878115
4.6049920025218345,6,1,20.998504161050224,42.81678351618981
96.73221523645593,4,4,31.11126897625496,48.56978924913825
30.928927815423524,5,5,28.4747453274022,49.22230040299196
