residuos,dia_semana,hora,temperatura,Predicción
43.65785652866377,5,6,31.52123850011523,61.585328017245445
15.725957821558001,5,21,17.618208575465186,36.633289750597044
11.756209885900471,6,10,26.927164383919756,48.246383487224776
58.707715469603095,5,22,30.531967082638403,36.035724261087836
98.06339098233593,2,23,24.125088507016315,53.800589603408696
99.9030812881106,6,13,30.286047658057655,43.72879432767274
41.258840667807775,4,21,27.23235869229304,43.99048943503544
18.463161514843872,7,23,24.113626600090093,20.715765582788123
71.9678647921143,6,11,23.526708534092258,46.39241670211108
86.93322488781516,5,13,17.655741401639983,49.37288891273072
97.65403012776527,4,3,24.693592558821443,72.45256674497644
35.66716903470023,4,21,15.899152786606994,43.11768892673845
45.81743880615471,5,18,22.611804986920436,41.79412571743319
35.194683794233626,5,15,21.992281840855608,46.52268032948716
99.63798585237012,4,4,17.67988941312479,70.32033411852167
8.958938886595524,7,0,22.27175734886562,57.19195569788113
1.7103517731721474,5,23,28.30968594319039,34.272491862575706
56.089912581960824,1,7,31.37908910811579,86.44944517670837
67.61191579053487,2,8,28.964602378689683,78.05462224977386
77.48516140465213,4,14,22.875965593707583,54.799612023598826
17.623692055077022,3,16,22.782235580518673,58.22500472151991
56.82860902355665,2,18,21.38111765002605,61.54971197806985
56.83138998619359,1,20,21.366357925738036,64.98118638922077
49.502514013276766,3,2,31.087010218562675,81.15381778831137
30.670399041716767,4,18,20.85232520348197,48.275411733599334
80.85829055464299,3,15,23.32307313740891,59.85874465110998
16.313182638754398,7,17,25.77722885373582,30.39641553731633
72.67658703290213,4,19,19.65203955330327,46.59088594202039
48.37584313530553,5,20,28.58123288527834,39.06967016613765
50.149507494716275,4,3,16.09100440144101,71.79005841512564
92.78760286360122,7,0,24.174046938824006,57.33845610869699
33.689520284639826,2,23,15.270263707309102,53.118655854884125
