residuos,dia_semana,hora,temperatura,Predicción
30.20334192868751,7,8,24.238770404435765,58.470141124703495
75.40986554754376,5,4,15.160588434382143,66.09535461971497
37.80748738281767,4,7,30.223170322876307,37.80715103175402
45.42972708876077,3,1,26.562034852127567,39.143055330565765
41.08515941038902,7,9,31.965718377006482,45.57723029804316
42.341583831677234,2,15,19.885417593464645,50.52562533814046
98.4921882352833,1,23,18.691610882412185,51.1095021869566
49.86978647013587,5,9,22.39569485865678,55.0225997440764
16.83157845124995,4,10,27.612067901107295,42.984931211887655
3.192085724036764,7,22,16.498542834137044,75.07499777809906
4.866751522066748,3,23,30.42509254448686,37.985397983141176
4.294813123392327,3,12,33.34125493013397,30.3212337053873
15.600007812567219,1,2,27.70262091020272,30.622108818716647
52.06369435587901,6,5,28.387676908244508,47.2637572871773
70.05426234967723,5,1,16.82527382467137,62.52685781728846
44.12581255898919,4,3,24.703448733783176,46.20903072596041
90.89046401381785,6,19,22.82625432743864,60.163783473422605
44.029369244853775,5,5,17.76782517481076,61.907978362381286
34.4964552925217,7,7,28.372829084132977,51.19464815740042
68.33566415132543,7,10,27.541293220139256,53.34646115214488
13.39874298302719,1,2,22.033939593698246,40.26110971656183
51.89024704043145,7,4,23.14355960017837,59.34860204717769
66.6012661478485,1,6,24.2942402432873,37.401535120873206
24.718406350073508,4,20,21.11075784002272,56.49930722038923
11.80644509609554,2,12,31.4312896489021,30.15520198185518
92.39052997747135,6,9,31.37985893878885,43.159694794876
